,city,latitude,longitude,max_temp,humidity,cloudiness,wind_speed,weather_description
0,East London,27.9116,-33.0153,52.74,76,0,6.91,clear sky
1,Ilulissat,-51.1,69.2167,33.82,69,3,2.3,clear sky
2,Husavik,-17.3389,66.0449,48.09,77,83,3.96,broken clouds
3,Plettenberg Bay,23.3716,-34.0527,62.74,42,1,4.09,clear sky
4,Hermanus,19.2345,-34.4187,63.68,42,44,8.5,scattered clouds
5,Bluff,168.3333,-46.6,52.81,76,78,13.0,broken clouds
6,Tautira,-149.15,-17.7333,78.66,76,30,18.41,light rain
7,New Norfolk,147.0587,-42.7826,42.71,82,36,1.01,light rain
8,Maragogi,-35.2225,-9.0122,73.18,91,48,7.76,light rain
9,Chokurdakh,147.9167,70.6333,53.1,30,0,14.56,clear sky
10,Puerto Colombia,-74.9547,10.9878,82.33,78,10,9.08,clear sky
11,Mataura,168.8643,-46.1927,52.48,86,47,2.62,scattered clouds
12,Vaini,-175.2,-21.2,74.17,64,2,17.63,clear sky
13,Lebu,-73.65,-37.6167,52.66,89,100,18.77,overcast clouds
14,Sehithwa,22.7167,-20.4667,45.9,89,0,6.42,clear sky
15,Clyde River,-68.5914,70.4692,39.43,75,0,10.36,clear sky
16,Aykhal,111.5,66.0,57.45,44,64,6.4,broken clouds
17,Mandan,-100.8896,46.8267,52.81,75,100,5.75,overcast clouds
18,Tuatapere,167.6833,-46.1333,52.57,70,14,7.9,few clouds
19,Shenzhen,114.0683,22.5455,87.85,90,100,7.85,overcast clouds
20,Klaksvik,-6.589,62.2266,47.32,80,89,10.29,overcast clouds
21,Zhigansk,123.3711,66.7697,66.9,56,47,13.76,scattered clouds
22,Port Macquarie,152.9167,-31.4333,65.89,44,15,9.78,few clouds
23,Grindavik,-22.4338,63.8424,50.47,93,75,16.11,broken clouds
24,Saskylakh,114.0833,71.9167,51.35,43,45,4.38,scattered clouds
25,San Martin,-68.4681,-33.081,48.7,52,23,4.43,few clouds
26,Kapaa,-159.319,22.0752,76.12,83,7,1.01,clear sky
27,Nikolayevka,47.2041,53.1257,59.65,74,10,17.27,clear sky
28,Kupang,123.5833,-10.1667,87.6,58,12,13.33,few clouds
29,Igrim,64.4162,63.1906,58.62,39,4,6.4,clear sky
30,Mar Del Plata,-57.5575,-38.0023,51.1,78,100,3.0,overcast clouds
31,Port Alfred,26.891,-33.5906,62.15,42,1,3.2,clear sky
32,Tuktoyaktuk,-133.0374,69.4541,32.83,78,18,11.21,few clouds
33,Margate,1.3862,51.3813,54.3,90,74,1.01,broken clouds
34,Hasaki,140.8333,35.7333,66.29,84,100,22.08,overcast clouds
35,Avarua,-159.775,-21.2078,80.65,78,75,11.5,broken clouds
36,Albany,-73.9662,42.6001,66.45,61,99,4.21,overcast clouds
37,Monmouth,-74.1663,40.3001,68.83,63,94,8.81,overcast clouds
38,Namibe,12.1522,-15.1961,73.27,41,22,8.08,few clouds
39,Saldanha,17.9442,-33.0117,67.24,39,9,15.59,clear sky
40,Atuona,-139.0333,-9.8,78.22,73,14,16.13,few clouds
41,Srednekolymsk,153.6833,67.45,49.3,40,53,13.96,broken clouds
42,Dunedin,170.5036,-45.8742,57.79,48,65,1.99,broken clouds
43,Mokhsogollokh,128.9203,61.4681,81.97,32,99,8.93,overcast clouds
44,Hobart,147.3294,-42.8794,43.05,79,75,18.41,light intensity shower rain
45,Nikolskoye,30.7861,59.7035,59.72,48,41,5.01,scattered clouds
46,Garowe,48.4845,8.4054,81.09,56,100,27.81,overcast clouds
47,Avera,-82.5271,33.194,72.55,78,32,6.62,scattered clouds
48,Namanga,36.7905,-2.5433,62.46,72,96,7.16,overcast clouds
49,Castro,-50.0119,-24.7911,56.25,95,61,1.72,broken clouds
50,Georgetown,100.3354,5.4112,84.13,74,40,3.44,scattered clouds
51,Yellowknife,-114.3525,62.456,59.0,44,92,5.7,overcast clouds
52,Tasiilaq,-37.6368,65.6145,35.76,67,100,4.0,overcast clouds
53,Hilo,-155.09,19.7297,79.29,86,0,3.44,clear sky
54,Petrolina De Goias,-49.3381,-16.095,60.8,60,12,2.59,few clouds
55,Qaanaaq,-69.3632,77.484,26.74,97,100,4.61,overcast clouds
56,Butaritari,172.7902,3.0707,81.7,77,34,11.99,light rain
57,Waddan,16.139,29.1614,78.78,34,0,2.95,clear sky
58,Mocuba,36.9856,-16.8392,64.08,97,100,4.94,overcast clouds
59,Rikitea,-134.9692,-23.1203,72.1,65,5,15.35,clear sky
60,Nosy Varika,48.5333,-20.5833,68.63,90,87,7.78,light rain
61,San Vicente,-54.1333,-26.6167,58.84,100,100,1.36,overcast clouds
62,Ushuaia,-68.3,-54.8,35.33,95,86,9.46,light snow
63,Puerto Ayora,-90.3518,-0.7393,70.56,96,100,5.99,overcast clouds
64,Havoysund,24.6622,70.9963,46.63,71,88,24.05,overcast clouds
65,Saint George,-113.5841,37.1041,83.43,22,20,1.99,few clouds
66,Cururupu,-44.8683,-1.8283,71.4,98,19,1.48,few clouds
67,Punta Arenas,-70.9167,-53.15,37.11,74,97,16.2,overcast clouds
68,Kargalinskaya,46.4792,43.7417,73.87,69,98,2.01,overcast clouds
69,Baripada,86.7214,21.935,101.26,36,38,10.4,scattered clouds
70,Carballo,-8.691,43.213,58.42,92,70,4.65,broken clouds
71,La Trinitaria,-92.05,16.1167,62.01,87,94,3.15,overcast clouds
72,Touros,-35.4608,-5.1989,72.79,93,29,9.66,scattered clouds
73,Maarianhamina,19.9348,60.0973,58.86,51,0,4.61,clear sky
74,Kavieng,150.7967,-2.5744,84.22,70,56,7.52,light rain
75,Komsomolskiy,71.7189,40.4272,83.12,32,0,4.61,clear sky
76,Necochea,-58.7368,-38.5473,50.95,66,100,10.0,overcast clouds
77,Busselton,115.3333,-33.65,62.69,48,38,15.01,scattered clouds
78,Pevek,170.3133,69.7008,34.48,84,67,6.29,broken clouds
79,Luderitz,15.1594,-26.6481,68.77,34,0,18.59,clear sky
80,Norman Wells,-126.8329,65.282,60.4,55,63,4.34,broken clouds
81,Ribeira Grande,-28.7,38.5167,65.21,96,100,10.98,overcast clouds
82,Sao Filipe,-24.4956,14.8961,73.89,78,2,8.3,clear sky
83,Barrow,-156.7887,71.2906,26.62,86,100,17.27,overcast clouds
84,Danielskuil,23.5395,-28.1887,45.34,55,70,5.86,broken clouds
85,Hithadhoo,73.0833,-0.6,83.39,66,83,3.27,broken clouds
86,Biak,122.8766,-0.9131,82.71,72,57,4.27,broken clouds
87,Cape Town,18.4232,-33.9258,63.37,47,38,1.99,scattered clouds
88,Comodoro Rivadavia,-67.5,-45.8667,40.86,65,75,4.61,light rain
89,Askarovo,58.5089,53.3372,56.35,87,75,13.42,mist
90,Lorengau,147.2712,-2.0226,84.87,68,96,6.76,overcast clouds
91,Merauke,140.3333,-8.4667,82.15,76,100,10.63,overcast clouds
92,Taltal,-70.4833,-25.4,61.97,69,0,3.13,clear sky
93,Dikson,80.5464,73.5069,30.65,97,100,6.46,light snow
94,Koping,15.9926,59.514,55.89,65,76,3.38,broken clouds
95,Namikupa,39.6,-10.8333,67.12,76,76,4.7,broken clouds
96,Hay River,-115.7999,60.8156,55.51,50,45,7.34,scattered clouds
97,The Valley,-63.0578,18.217,81.1,76,5,18.59,clear sky
98,Praia,-23.5087,14.9215,72.14,78,20,11.5,few clouds
99,Tura,90.2201,25.5198,85.21,71,75,5.44,broken clouds
100,Dulce Nombre De Culmi,-85.5333,15.1,82.63,98,100,1.41,overcast clouds
101,Carnarvon,113.6333,-24.8667,79.92,44,0,12.55,clear sky
102,Tripoli,13.1875,32.8752,77.13,55,0,0.69,clear sky
103,Victoria,114.1577,22.2855,87.96,83,100,15.01,overcast clouds
104,Khatanga,102.5,71.9667,58.21,40,61,15.05,broken clouds
105,Balykshi,51.8667,47.0667,68.0,52,0,17.9,clear sky
106,Kodiak,-152.4072,57.79,51.31,76,100,9.22,overcast clouds
107,Lima,-77.0282,-12.0432,61.9,87,58,2.66,broken clouds
108,Encruzilhada,-40.9094,-15.5314,53.71,95,0,2.55,clear sky
109,Beloha,45.05,-25.1667,68.29,74,69,11.52,broken clouds
110,Dingle,122.6711,10.9995,88.93,61,57,8.86,broken clouds
111,Deputatskiy,139.9,69.3,58.78,32,5,19.28,clear sky
112,Imbituba,-48.6703,-28.24,63.09,99,100,3.0,moderate rain
113,Bredasdorp,20.0403,-34.5322,57.94,39,32,4.76,scattered clouds
114,Popondetta,148.2534,-8.7537,84.78,61,86,5.57,overcast clouds
115,Mana,-53.7767,5.6592,75.09,92,100,6.78,overcast clouds
116,Saint-Philippe,55.7679,-21.3585,71.19,80,98,9.66,overcast clouds
117,Porto Novo,2.6036,6.4965,77.04,81,100,4.18,overcast clouds
118,Makakilo City,-158.0858,21.3469,80.92,60,75,13.8,broken clouds
119,Wucheng,118.175,29.6008,85.77,50,87,5.35,overcast clouds
120,Vestmannaeyjar,-20.2734,63.4427,48.94,84,100,23.06,overcast clouds
121,Hammerfest,23.6821,70.6634,45.05,70,40,10.36,scattered clouds
122,Assiniboia,-105.9845,49.6334,50.74,83,100,0.6,light rain
123,Sapa,120.3241,5.1544,83.62,75,74,4.38,broken clouds
124,Haines Junction,-137.5108,60.7522,50.83,74,100,9.28,overcast clouds
125,Hachinohe,141.5,40.5,49.93,94,100,13.71,light rain
126,San Patricio,-97.5169,28.017,82.89,85,1,16.42,clear sky
127,Sangmelima,11.9833,2.9333,65.88,99,98,1.41,overcast clouds
128,Picos,-41.4669,-7.0769,70.79,75,18,3.67,few clouds
129,Sorland,12.6934,67.667,44.46,69,100,24.79,overcast clouds
130,College,-147.8028,64.8569,72.07,30,9,1.01,clear sky
131,Lompoc,-120.4579,34.6391,57.6,84,100,27.0,overcast clouds
132,Esperance,121.9,-33.8667,58.24,59,100,5.57,overcast clouds
133,Sitka,-135.33,57.0531,53.49,82,75,0.0,broken clouds
134,Buala,159.5921,-8.145,83.57,71,24,8.75,few clouds
135,Bosaso,49.1816,11.2842,89.13,49,100,1.81,overcast clouds
136,Mehamn,27.8492,71.0357,42.75,81,75,9.22,light intensity shower rain
137,Port Lincoln,135.8667,-34.7333,56.7,66,100,13.0,overcast clouds
138,Yar-Sale,70.8333,66.8333,59.09,34,47,17.78,scattered clouds
139,Pianoro,11.3423,44.393,68.65,66,0,5.75,clear sky
140,Ponta Delgada,-25.6667,37.7333,66.92,94,75,10.36,broken clouds
141,Sao Joao Da Barra,-41.0511,-21.6403,65.25,76,56,11.32,broken clouds
142,Manbij,37.9549,36.5281,73.47,63,0,12.3,clear sky
143,Villa Bruzual,-69.1208,9.3328,74.37,84,50,2.66,scattered clouds
144,Zhezkazgan,67.7144,47.8043,84.18,21,0,15.66,clear sky
145,Preobrazheniye,133.9064,42.9019,57.96,59,64,10.67,broken clouds
146,Mount Isa,139.5,-20.7333,71.37,30,5,13.8,clear sky
147,Anadyr,177.4833,64.75,45.1,87,75,6.71,broken clouds
148,La Ronge,-105.2842,55.1001,51.69,65,92,6.46,overcast clouds
149,Cherskiy,161.3,68.75,48.85,41,86,11.72,overcast clouds
150,Praya,-23.5087,14.9215,72.14,78,20,11.5,few clouds
151,Bambous Virieux,57.7575,-20.3428,75.45,78,75,11.5,light rain
152,Airai,125.4092,-8.9266,74.25,51,10,4.68,clear sky
153,San Carlos De Bariloche,-71.3082,-41.1456,39.85,96,97,9.51,light rain
154,Eureka,-124.1637,40.8021,55.92,86,10,5.99,clear sky
155,Sola,167.55,-13.8833,80.49,77,39,21.7,scattered clouds
156,Thompson,-97.8558,55.7435,46.98,58,9,4.45,clear sky
157,Verkhnetulomskiy,31.7962,68.6073,53.73,62,71,6.46,broken clouds
158,Gorom-Gorom,-0.2361,14.4439,84.67,48,97,13.0,overcast clouds
159,Waipawa,175.5153,-41.4122,55.33,71,89,7.25,overcast clouds
160,Whitehorse,-135.0538,60.7161,49.01,85,100,15.01,overcast clouds
161,Jamestown,-79.2353,42.097,69.44,67,75,11.5,broken clouds
162,Lata,-8.3327,40.1629,59.32,92,92,3.33,overcast clouds
163,Kinkala,14.7644,-4.3614,65.73,84,47,0.36,scattered clouds
164,Lerwick,-1.1494,60.1545,50.0,84,87,15.7,overcast clouds
165,Bathsheba,-59.5167,13.2167,81.21,83,40,18.41,scattered clouds
166,Kaeo,173.7833,-35.1,62.33,94,96,6.33,overcast clouds
167,Teontepec,-97.5167,18.5,66.97,77,100,4.18,overcast clouds
168,Arona,-16.681,28.0996,59.52,71,0,5.75,clear sky
169,Port Elizabeth,25.5701,-33.918,58.96,46,4,4.68,clear sky
170,Nemuro,145.575,43.3236,44.53,85,100,14.29,overcast clouds
171,Iqaluit,-68.5145,63.7506,36.7,86,83,11.99,broken clouds
172,Kiama,150.8667,-34.6833,61.38,47,14,5.99,few clouds
173,Svrljig,22.1211,43.4133,66.87,85,31,3.44,scattered clouds
174,Phra Phutthabat,100.7954,14.7253,93.76,53,100,12.01,overcast clouds
175,Torbay,-52.7314,47.6666,40.87,82,92,8.01,overcast clouds
176,Luanda,13.2343,-8.8368,69.8,94,40,0.0,mist
177,Bethel,-73.414,41.3712,65.64,68,0,0.0,clear sky
178,Ostrovnoy,39.5131,68.0531,41.83,90,100,5.01,overcast clouds
179,Derzhavinsk,66.3167,51.1,84.29,24,78,17.78,broken clouds
180,Kutum,24.6667,14.2,77.31,17,19,19.04,few clouds
181,Kailua,-157.7394,21.4022,78.15,79,1,4.0,clear sky
182,Faanui,-151.75,-16.4833,80.1,75,21,16.87,light rain
183,Sandwick,-1.25,60.0,49.82,93,75,10.36,broken clouds
184,Sarakhs,61.1577,36.5449,91.49,9,1,1.5,clear sky
185,Trinidad,-64.9,-14.8333,71.78,73,68,2.21,broken clouds
186,Rondonopolis,-54.6356,-16.4708,74.91,50,95,1.9,overcast clouds
187,Salalah,54.0924,17.0151,87.89,62,75,5.75,broken clouds
188,Balkhash,74.9804,46.844,74.01,31,0,8.95,clear sky
189,Gallup,-108.7426,35.5281,69.03,24,0,0.0,clear sky
190,Zaysan,84.8667,47.4667,65.86,38,78,6.98,broken clouds
191,Thunder Bay,-89.3168,48.4001,47.53,95,5,5.97,clear sky
192,Bielsk Podlaski,23.1865,52.7651,62.53,82,100,6.51,overcast clouds
193,Tiksi,128.8694,71.6872,49.39,66,100,3.31,overcast clouds
194,Batagay-Alyta,130.4114,67.8006,73.08,30,95,3.4,overcast clouds
195,Cayenne,-52.3333,4.9333,74.08,1,0,0.0,clear sky
196,Dicabisagan,122.4157,17.0818,89.15,66,72,10.4,broken clouds
197,Belaya Gora,146.4167,68.5333,57.34,31,0,13.27,clear sky
198,Saint-Augustin,-58.6502,51.226,45.23,62,2,9.06,clear sky
199,Loikaw,97.2094,19.6742,79.54,69,100,5.37,overcast clouds
200,Atherton,-2.4935,53.5237,53.89,92,51,1.61,broken clouds
201,Wahiawa,-158.0236,21.5028,79.12,74,63,6.2,broken clouds
202,Riviere-Au-Renard,-64.3971,48.9957,49.48,74,0,6.4,clear sky
203,San Quintin,-115.95,30.4833,63.21,87,71,10.36,broken clouds
204,Hunchun,130.3581,42.8675,67.37,55,99,8.08,light rain
205,Belmonte,-38.8828,-15.8631,68.77,82,53,4.21,broken clouds
206,Rossland,-117.8022,49.0831,47.71,89,42,1.01,scattered clouds
207,Iaciara,-46.6317,-14.0958,59.5,45,1,2.46,clear sky
208,Cabo San Lucas,-109.9124,22.8909,78.1,58,2,4.0,clear sky
209,Bandarbeyla,50.8122,9.4942,86.07,56,96,26.66,overcast clouds
210,Vila Velha,-40.2925,-20.3297,62.94,88,0,2.3,clear sky
211,Codrington,141.9667,-38.2667,50.86,73,97,18.37,overcast clouds
212,Tilichiki,166.1,60.4667,46.58,81,100,11.83,overcast clouds
213,Santa Cruz,-63.1667,-17.8,61.79,86,100,9.73,overcast clouds
214,Sabang,95.3214,5.8933,83.28,72,94,13.62,overcast clouds
215,Fortuna,-124.1573,40.5982,55.65,91,40,5.75,scattered clouds
216,Clyde,-82.9752,41.3042,69.66,87,100,17.0,overcast clouds
217,Vostok,135.8833,46.4856,69.04,34,2,5.08,clear sky
218,Kushmurun,64.6311,52.4503,78.96,35,100,20.07,overcast clouds
219,Abengourou,-3.4964,6.7297,68.65,99,95,1.7,overcast clouds
220,Riyadh,46.7219,24.6877,96.94,7,0,5.88,clear sky
221,Vao,167.4833,-22.6667,74.23,73,63,9.51,broken clouds
222,Vanimo,141.3028,-2.6741,84.07,66,77,5.21,moderate rain
223,Isangel,169.2667,-19.55,78.21,68,35,8.95,scattered clouds
224,Krasnoselkup,82.4667,65.7,49.55,40,81,13.09,broken clouds
225,Kavaratti,72.642,10.5669,82.83,77,100,14.5,overcast clouds
226,Nhulunbuy,136.7667,-12.2333,79.41,89,75,13.8,broken clouds
227,Korla,86.1469,41.7597,84.36,16,73,1.41,broken clouds
228,Kargil,76.1,34.5667,56.21,26,6,3.29,clear sky
229,Campbellsville,-85.3419,37.3434,67.95,71,100,1.01,moderate rain
230,Mitsamiouli,43.2844,-11.3847,78.51,69,61,9.01,broken clouds
231,Sao Jose Da Coroa Grande,-35.1478,-8.8978,73.63,90,50,8.63,scattered clouds
232,Lasa,10.7002,46.6166,56.35,95,100,1.9,overcast clouds
233,Lasem,111.4527,-6.6922,87.26,63,44,8.39,scattered clouds
234,Manokwari,134.0833,-0.8667,83.62,67,53,8.05,broken clouds
235,Vagur,-6.8119,61.4732,48.04,89,58,14.32,broken clouds
236,Lavrentiya,-171.0,65.5833,41.05,72,100,2.44,overcast clouds
237,Brae,-1.353,60.3964,49.37,83,92,13.98,overcast clouds
238,Harwich,1.2844,51.9419,56.21,87,99,1.99,overcast clouds
239,Hofn,-15.2082,64.2539,48.13,79,100,2.91,overcast clouds
240,Sinnamary,-52.95,5.3833,76.1,90,100,7.58,moderate rain
241,Den Helder,4.7593,52.9599,55.98,89,75,23.02,mist
242,Griffith,-87.4237,41.5284,63.21,94,100,12.66,overcast clouds
243,Mount Gambier,140.7667,-37.8333,51.3,59,96,9.06,overcast clouds
244,Alice Springs,133.8833,-23.7,58.55,44,4,10.36,clear sky
245,Bhunya,31.0167,-26.55,47.41,82,0,5.19,clear sky
246,Zhaoyuan,120.3964,37.3592,68.18,61,84,12.28,broken clouds
247,Pauini,-66.9764,-7.7136,70.88,98,84,1.32,broken clouds
248,Pemangkat,108.9667,1.1667,85.66,67,47,7.27,scattered clouds
249,Mahebourg,57.7,-20.4081,75.49,78,75,11.5,broken clouds
250,Geraldton,114.6,-28.7667,75.61,31,8,18.41,clear sky
251,Tessalit,1.0114,20.1986,83.48,36,35,16.35,scattered clouds
252,Rosetta,30.4164,31.4044,76.15,75,0,9.86,clear sky
253,Yenagoa,6.2642,4.9247,74.05,94,84,3.65,broken clouds
254,Kruisfontein,24.7314,-34.0033,54.81,38,3,5.21,clear sky
255,Morondava,44.2833,-20.2833,72.28,66,48,7.49,scattered clouds
256,Ponta Do Sol,-17.1,32.6667,67.01,83,87,1.97,overcast clouds
257,Motema,-11.0333,8.6,69.85,99,97,0.74,overcast clouds
258,Lalmohan,90.7419,22.3384,86.74,71,65,12.95,broken clouds
259,Maine-Soroa,12.0241,13.2114,80.53,40,25,7.7,scattered clouds
260,Mandawar,78.1333,29.5,107.51,9,3,8.03,clear sky
261,Rawson,-65.1023,-43.3002,50.04,84,100,8.16,light rain
262,Khandyga,135.6,62.6667,79.65,22,9,11.63,clear sky
263,Tra Vinh,106.3453,9.9347,92.19,53,58,8.57,broken clouds
264,Frederico Westphalen,-53.3944,-27.3592,57.43,99,100,2.51,light rain
265,Safaga,33.9365,26.7292,85.55,41,0,14.9,clear sky
266,Cogealac,28.5667,44.55,63.05,84,100,13.94,overcast clouds
267,Asilah,-6.0348,35.465,62.56,76,6,3.33,clear sky
268,Hervey Bay,152.8535,-25.2986,69.03,57,5,5.99,clear sky
269,Pozzallo,14.8499,36.7305,70.45,68,0,1.83,clear sky
270,Ust-Maya,134.5333,60.4167,83.21,26,29,10.8,scattered clouds
271,Pangnirtung,-65.7125,66.1451,32.13,77,26,3.29,scattered clouds
272,Evensk,159.2333,61.95,57.83,52,85,1.95,overcast clouds
273,Parry Sound,-80.033,45.3501,59.92,99,100,9.06,light rain
274,Wilmington Island,-80.9737,32.0036,77.99,76,0,0.0,clear sky
275,Narsaq,-46.05,60.9167,44.82,86,100,4.36,overcast clouds
276,Souillac,57.5167,-20.5167,75.58,78,75,11.5,light rain
277,Beira,34.8389,-19.8436,64.49,88,75,14.97,broken clouds
278,Asosa,34.5333,10.0667,60.98,92,100,4.7,light rain
279,Porto Velho,-63.9039,-8.7619,73.45,94,0,1.14,clear sky
280,Te Anau,167.7167,-45.4167,48.92,90,95,6.73,overcast clouds
281,Pudozh,36.5345,61.8099,55.06,50,69,6.24,broken clouds
282,Forestville,-76.875,38.8451,68.16,77,0,11.5,clear sky
283,Arraial Do Cabo,-42.0278,-22.9661,60.66,94,0,11.5,clear sky
284,Tanout,8.8879,14.9709,83.7,22,89,6.22,overcast clouds
285,Teknaf,92.3058,20.8624,85.62,71,95,6.35,overcast clouds
286,Alta Floresta,-56.0861,-9.8756,69.71,87,36,1.68,scattered clouds
287,Kutahya,29.9833,39.4242,58.53,69,11,4.34,few clouds
288,Kuytun,101.5036,54.3419,52.81,51,100,6.82,overcast clouds
289,Burgeo,-57.6152,47.6167,48.52,78,93,8.21,overcast clouds
290,Daud Khel,71.5701,32.875,106.52,8,3,1.14,clear sky
291,Vorkuta,64.0,67.5,60.22,35,91,8.12,overcast clouds
292,Taoudenni,-3.9836,22.6783,91.26,8,9,5.19,clear sky
293,Rivadavia,-68.4608,-33.1905,48.4,53,23,4.59,few clouds
294,Chuy,-53.4616,-33.6971,48.67,91,25,3.31,scattered clouds
295,Valladolid,-4.6667,41.5833,54.75,85,21,4.0,few clouds
296,Krasnoshchekovo,82.7289,51.6708,60.73,47,67,4.43,broken clouds
297,Fort Nelson,-122.7002,58.8053,54.28,81,100,3.09,overcast clouds
298,Yaan,8.5667,7.3833,71.22,93,98,2.8,light rain
299,Provideniya,-173.3,64.3833,41.11,81,0,8.95,clear sky
300,La Asuncion,-63.8628,11.0333,77.5,86,26,13.0,scattered clouds
301,Novyy Urgal,132.5642,51.0736,78.85,26,22,1.86,few clouds
302,Copiapo,-70.3333,-27.3667,46.09,42,0,2.39,clear sky
303,Kloulklubed,134.2556,7.0419,84.7,73,43,9.82,scattered clouds
304,Hobyo,48.5268,5.3505,82.08,67,93,24.45,overcast clouds
305,Clarksdale,-90.5709,34.2001,80.58,78,75,6.91,broken clouds
306,Nouadhibou,-17.0347,20.931,68.27,79,75,19.33,broken clouds
307,Gobabis,18.9667,-22.45,42.62,76,0,11.92,clear sky
308,Pouembout,164.9,-21.1333,79.54,61,50,1.23,scattered clouds
309,Talnakh,88.3972,69.4865,42.21,43,90,19.73,overcast clouds
310,Chimbote,-78.5783,-9.0853,63.01,90,93,4.97,overcast clouds
311,Basoko,23.616,1.2391,71.89,82,38,2.24,scattered clouds
312,Kuching,110.3333,1.55,89.82,66,20,3.44,few clouds
313,Karratha,116.8463,-20.7377,77.52,36,9,19.39,clear sky
314,Russellville,-93.1338,35.2784,72.99,93,0,0.0,mist
315,Constitucion,-72.4167,-35.3333,51.26,87,100,3.74,overcast clouds
316,Leshukonskoye,45.7622,64.8989,50.72,81,98,6.15,overcast clouds
317,Port Hedland,118.5667,-20.3167,78.85,29,7,13.8,clear sky
318,Borovo,18.9669,45.3764,66.24,94,0,2.3,clear sky
319,Nizwa,57.5333,22.9333,93.56,21,1,4.36,clear sky
320,Petropavlovsk-Kamchatskiy,158.6483,53.0452,55.99,62,75,17.9,broken clouds
321,Santiago De Cuba,-75.8219,20.0247,77.11,88,20,4.61,few clouds
322,Robertsport,-11.3686,6.7533,78.76,79,92,7.36,light rain
323,Monforte De Lemos,-7.5142,42.5216,56.57,97,39,0.98,scattered clouds
324,Qiongshan,110.3542,20.0058,89.33,64,100,6.02,overcast clouds
325,Mnogovershinnyy,139.9242,53.9353,58.28,59,90,3.76,overcast clouds
326,Praxedis Guerrero,-106.0167,31.3667,83.14,16,0,6.13,clear sky
327,Petropavlovka,105.3196,50.6114,45.3,80,100,6.93,moderate rain
328,Cidreira,-50.2056,-30.1811,62.01,95,100,5.95,overcast clouds
329,Presidente Epitacio,-52.1156,-21.7633,72.19,46,65,4.5,broken clouds
330,Bonavista,-53.1147,48.6499,40.24,86,28,12.46,scattered clouds
331,Vila Do Maio,-23.2167,15.1333,72.39,86,28,15.08,scattered clouds
332,Priargunsk,119.1012,50.3691,78.13,22,58,8.01,broken clouds
333,Bara,10.7288,10.3744,75.25,75,42,3.8,scattered clouds
334,Vardo,31.1107,70.3705,48.18,76,20,9.22,few clouds
335,Paamiut,-49.6678,61.994,38.93,88,19,6.91,few clouds
336,Barcelos,-8.6151,41.5388,60.91,93,57,2.44,broken clouds
337,Chartres,1.5,48.4167,58.71,95,85,5.01,overcast clouds
338,Tezu,96.1667,27.9167,77.34,89,99,2.62,overcast clouds
339,Kombissiri,-1.3375,12.0656,80.04,58,98,10.22,overcast clouds
340,Kouroussa,-9.8833,10.65,72.12,82,54,4.88,broken clouds
341,Pacific Grove,-121.9166,36.6177,60.21,86,0,5.75,clear sky
342,Mae Sot,98.5667,16.7167,74.7,97,100,3.53,overcast clouds
343,Catuday,119.8062,16.2923,84.69,66,59,9.35,broken clouds
344,Cape Canaveral,-80.6048,28.4058,75.18,90,0,4.61,clear sky
345,Linxia,103.2064,35.6003,72.97,34,65,0.94,broken clouds
346,Nome,-165.4064,64.5011,73.17,40,0,10.36,clear sky
